128	47901	01.12.2013	2094837
128	47901	01.05.2014	4629847
128	47901	01.06.2014	4607496
128	47901	01.07.2014	4623589
128	47901	01.08.2014	4631111
128	47901	01.09.2014	4610467
128	47901	01.10.2014	4623290
128	47901	01.01.2014	4612499
128	47901	01.02.2014	4619506
128	47901	01.03.2014	4634308
128	47901	01.04.2014	4620793
128	47901	01.11.2014	7208189
128	47901	01.12.2014	7186373
